Sourceip,Destinationip,Sourceport,Destinationport,OS,Flags,Protocol,TTL,Length,Date,Time,Comments
192.168.29.168,34.225.43.255,52878,443,W,FA,TCP,128,40,2022/02/09,14:58:29,[PORT][FLAG]
192.168.29.168,34.225.43.255,52878,443,W,RA,TCP,128,40,2022/02/09,14:58:29,[PORT]
NULL,NULL,52917,443,NULL,S,TCP,NULL,NULL,2022/02/09,14:58:29,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,1278,2022/02/09,14:58:30,[PORT]
NULL,NULL,443,52917,NULL,SA,TCP,NULL,NULL,2022/02/09,14:58:30,[PORT]
NULL,NULL,52917,443,NULL,A,TCP,NULL,NULL,2022/02/09,14:58:30,[PORT]
NULL,NULL,52917,443,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:31,[PORT][FLAG]
NULL,NULL,443,52917,NULL,A,TCP,NULL,NULL,2022/02/09,14:58:31,[PORT]
NULL,NULL,443,52917,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:31,[PORT][FLAG]
NULL,NULL,52917,443,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:32,[PORT][FLAG]
NULL,NULL,443,52917,NULL,A,TCP,NULL,NULL,2022/02/09,14:58:33,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,52,1278,2022/02/09,14:58:33,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,52,1278,2022/02/09,14:58:33,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,190,2022/02/09,14:58:34,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,52,540,2022/02/09,14:58:34,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,52,104,2022/02/09,14:58:34,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:58:35,[PORT]
NULL,NULL,443,52828,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:35,[PORT][FLAG]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,52,53,2022/02/09,14:58:35,[PORT]
NULL,NULL,52828,443,NULL,A,TCP,NULL,NULL,2022/02/09,14:58:35,[PORT]
34.225.43.255,192.168.29.168,443,52878,O,A,TCP,216,40,2022/02/09,14:58:35,[PORT]
192.168.29.168,34.225.43.255,52878,443,W,R,TCP,128,40,2022/02/09,14:58:35,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,856,2022/02/09,14:58:36,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,55,2022/02/09,14:58:36,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:58:36,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,392,2022/02/09,14:58:37,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,55,2022/02/09,14:58:37,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:58:37,[PORT]
NULL,NULL,55682,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:37,NULL
NULL,NULL,52098,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:37,NULL
NULL,NULL,53,55682,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:37,NULL
NULL,NULL,53,52098,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:37,NULL
192.168.29.168,54.148.233.37,52918,443,W,S,TCP,128,52,2022/02/09,14:58:37,[PORT]
NULL,NULL,50453,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:37,NULL
NULL,NULL,55682,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:37,NULL
NULL,NULL,52098,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:37,NULL
NULL,NULL,57906,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:37,NULL
NULL,NULL,53,55682,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:37,NULL
NULL,NULL,53,50453,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:37,NULL
NULL,NULL,53,52098,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:38,NULL
NULL,NULL,53,57906,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:38,NULL
NULL,NULL,62059,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:38,[PORT]
NULL,NULL,62059,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:38,[PORT]
NULL,NULL,64012,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:39,[PORT]
NULL,NULL,64012,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:39,[PORT]
NULL,NULL,64012,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:39,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1274,2022/02/09,14:58:40,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1278,2022/02/09,14:58:40,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,166,2022/02/09,14:58:41,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,63,2022/02/09,14:58:42,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:58:42,[PORT]
NULL,NULL,55682,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:42,NULL
NULL,NULL,50453,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:42,NULL
192.168.29.168,192.168.29.1,50453,53,W,NULL,UDP,128,66,2022/02/09,14:58:42,NULL
192.168.29.168,192.168.29.1,55682,53,W,NULL,UDP,128,66,2022/02/09,14:58:42,NULL
NULL,NULL,53,50453,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:42,NULL
NULL,NULL,53,55682,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:42,NULL
NULL,NULL,443,62059,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:42,[PORT]
NULL,NULL,443,62059,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:42,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,53,2022/02/09,14:58:43,[PORT]
NULL,NULL,443,64012,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:43,[PORT]
NULL,NULL,443,64012,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:43,[PORT]
NULL,NULL,443,64012,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:43,[PORT]
NULL,NULL,62059,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:43,[PORT]
NULL,NULL,62059,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:44,[PORT]
NULL,NULL,63726,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:44,[PORT]
NULL,NULL,62059,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:45,[PORT]
NULL,NULL,52283,443,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:45,[PORT][FLAG]
NULL,NULL,52283,443,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:45,[PORT][FLAG]
NULL,NULL,52283,443,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:45,[PORT][FLAG]
192.168.29.1,192.168.29.168,53,50453,L,NULL,UDP,64,173,2022/02/09,14:58:46,NULL
192.168.29.168,192.168.29.1,NULL,NULL,W,NULL,NULL,128,201,2022/02/09,14:58:46,NULL
192.168.29.1,192.168.29.168,53,55682,L,NULL,UDP,64,161,2022/02/09,14:58:46,NULL
NULL,NULL,64012,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:46,[PORT]
NULL,NULL,443,62059,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:46,[PORT]
NULL,NULL,443,52283,NULL,A,TCP,NULL,NULL,2022/02/09,14:58:46,[PORT]
NULL,NULL,443,52283,NULL,A,TCP,NULL,NULL,2022/02/09,14:58:46,[PORT]
NULL,NULL,443,52283,NULL,A,TCP,NULL,NULL,2022/02/09,14:58:47,[PORT]
NULL,NULL,443,52283,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:47,[PORT][FLAG]
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,14:58:47,NULL
NULL,NULL,443,52828,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:47,[PORT][FLAG]
NULL,NULL,443,64012,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:47,[PORT]
NULL,NULL,64012,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:48,[PORT]
NULL,NULL,64012,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:48,[PORT]
NULL,NULL,52283,443,NULL,A,TCP,NULL,NULL,2022/02/09,14:58:48,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,1274,2022/02/09,14:58:49,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,369,2022/02/09,14:58:49,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,611,2022/02/09,14:58:50,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,55,2022/02/09,14:58:50,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,372,2022/02/09,14:58:50,[PORT]
NULL,NULL,443,64012,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:50,[PORT]
NULL,NULL,443,64012,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:51,[PORT]
NULL,NULL,443,64012,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:51,[PORT]
NULL,NULL,64012,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:51,[PORT]
NULL,NULL,64012,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:51,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,55,2022/02/09,14:58:51,[PORT]
NULL,NULL,443,62059,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:52,[PORT]
NULL,NULL,62059,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:52,[PORT]
NULL,NULL,443,62059,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:52,[PORT]
NULL,NULL,62059,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:53,[PORT]
NULL,NULL,443,52283,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:53,[PORT][FLAG]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,453,2022/02/09,14:58:53,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,55,2022/02/09,14:58:54,[PORT]
NULL,NULL,52283,443,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:54,[PORT][FLAG]
NULL,NULL,443,52283,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:54,[PORT][FLAG]
NULL,NULL,52283,443,NULL,A,TCP,NULL,NULL,2022/02/09,14:58:54,[PORT]
NULL,NULL,443,52283,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:55,[PORT][FLAG]
NULL,NULL,52283,443,NULL,A,TCP,NULL,NULL,2022/02/09,14:58:55,[PORT]
NULL,NULL,443,62059,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:55,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,63,2022/02/09,14:58:56,[PORT]
NULL,NULL,62059,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:58:56,[PORT]
NULL,NULL,52283,443,NULL,PA,TCP,NULL,NULL,2022/02/09,14:58:56,[PORT][FLAG]
NULL,NULL,52828,443,NULL,A,TCP,NULL,NULL,2022/02/09,14:58:56,[PORT]
NULL,NULL,443,52283,NULL,A,TCP,NULL,NULL,2022/02/09,14:58:58,[PORT]
192.168.29.168,54.148.233.37,52920,443,W,S,TCP,128,52,2022/02/09,14:58:59,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:58:59,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,53,2022/02/09,14:58:59,[PORT]
54.148.233.37,192.168.29.168,443,52918,O,SA,TCP,229,52,2022/02/09,14:59:00,[PORT]
192.168.29.168,54.148.233.37,52918,443,W,A,TCP,128,40,2022/02/09,14:59:00,[PORT]
192.168.29.168,54.148.233.37,52918,443,W,PA,TCP,128,557,2022/02/09,14:59:01,[PORT][FLAG]
NULL,NULL,443,62059,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:01,[PORT]
192.168.29.168,224.0.0.22,NULL,NULL,O,NULL,NULL,1,40,2022/02/09,14:59:01,NULL
NULL,NULL,52098,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:01,NULL
NULL,NULL,53,52098,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:01,NULL
192.168.29.168,34.98.81.210,52921,443,W,S,TCP,128,52,2022/02/09,14:59:01,[PORT]
34.98.81.210,192.168.29.168,443,52921,O,SA,TCP,117,52,2022/02/09,14:59:02,[PORT]
192.168.29.168,34.98.81.210,52921,443,W,A,TCP,128,40,2022/02/09,14:59:03,[PORT]
192.168.29.168,34.98.81.210,52921,443,W,PA,TCP,128,592,2022/02/09,14:59:04,[PORT][FLAG]
34.98.81.210,192.168.29.168,443,52921,O,A,TCP,117,40,2022/02/09,14:59:04,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:59:05,[PORT]
192.168.29.168,75.2.53.94,52841,443,W,PA,TCP,128,97,2022/02/09,14:59:05,[PORT][FLAG]
34.98.81.210,192.168.29.168,443,52921,O,PA,TCP,116,243,2022/02/09,14:59:05,[PORT][FLAG]
192.168.29.168,34.98.81.210,52921,443,W,PA,TCP,128,104,2022/02/09,14:59:05,[PORT][FLAG]
192.168.29.168,34.98.81.210,52921,443,W,PA,TCP,128,663,2022/02/09,14:59:06,[PORT][FLAG]
75.2.53.94,192.168.29.168,443,52841,O,A,TCP,241,40,2022/02/09,14:59:06,[PORT]
34.98.81.210,192.168.29.168,443,52921,O,A,TCP,116,40,2022/02/09,14:59:06,[PORT]
34.98.81.210,192.168.29.168,443,52921,O,A,TCP,116,40,2022/02/09,14:59:06,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,53,2022/02/09,14:59:07,[PORT]
NULL,NULL,52828,443,NULL,PA,TCP,NULL,NULL,2022/02/09,14:59:07,[PORT][FLAG]
54.148.233.37,192.168.29.168,443,52920,O,SA,TCP,229,52,2022/02/09,14:59:07,[PORT]
192.168.29.168,54.148.233.37,52920,443,W,A,TCP,128,40,2022/02/09,14:59:07,[PORT]
192.168.29.168,54.148.233.37,52920,443,W,PA,TCP,128,557,2022/02/09,14:59:07,[PORT][FLAG]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,228,2022/02/09,14:59:09,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,63,2022/02/09,14:59:10,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1274,2022/02/09,14:59:10,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1278,2022/02/09,14:59:12,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,919,2022/02/09,14:59:13,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,63,2022/02/09,14:59:15,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:59:16,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1273,2022/02/09,14:59:16,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1278,2022/02/09,14:59:17,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,269,2022/02/09,14:59:18,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:59:19,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,53,2022/02/09,14:59:20,[PORT]
NULL,NULL,443,52828,NULL,A,TCP,NULL,NULL,2022/02/09,14:59:20,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:59:20,[PORT]
54.148.233.37,192.168.29.168,443,52918,O,A,TCP,229,40,2022/02/09,14:59:21,[PORT]
54.148.233.37,192.168.29.168,443,52918,O,A,TCP,229,1500,2022/02/09,14:59:21,[PORT]
54.148.233.37,192.168.29.168,443,52918,O,A,TCP,229,1500,2022/02/09,14:59:22,[PORT]
54.148.233.37,192.168.29.168,443,52918,O,A,TCP,229,1500,2022/02/09,14:59:23,[PORT]
192.168.29.168,54.148.233.37,52918,443,W,A,TCP,128,40,2022/02/09,14:59:24,[PORT]
54.148.233.37,192.168.29.168,443,52918,O,PA,TCP,229,743,2022/02/09,14:59:26,[PORT][FLAG]
192.168.29.168,54.148.233.37,52918,443,W,A,TCP,128,40,2022/02/09,14:59:26,[PORT]
192.168.29.168,54.148.233.37,52918,443,W,PA,TCP,128,166,2022/02/09,14:59:26,[PORT][FLAG]
192.168.29.168,54.148.233.37,52918,443,W,PA,TCP,128,139,2022/02/09,14:59:26,[PORT][FLAG]
192.168.29.168,54.148.233.37,52918,443,W,PA,TCP,128,420,2022/02/09,14:59:27,[PORT][FLAG]
192.168.29.168,13.234.168.60,52883,443,W,A,TCP,128,41,2022/02/09,14:59:27,[PORT]
13.234.168.60,192.168.29.168,443,52883,O,A,TCP,43,52,2022/02/09,14:59:27,[PORT]
75.2.53.94,192.168.29.168,443,52841,O,PA,TCP,241,93,2022/02/09,14:59:27,[PORT][FLAG]
75.2.53.94,192.168.29.168,443,52841,O,PA,TCP,241,71,2022/02/09,14:59:27,[PORT][FLAG]
75.2.53.94,192.168.29.168,443,52841,O,FA,TCP,241,40,2022/02/09,14:59:28,[PORT][FLAG]
192.168.29.168,75.2.53.94,52841,443,W,A,TCP,128,40,2022/02/09,14:59:28,[PORT]
192.168.29.168,75.2.53.94,52841,443,W,FA,TCP,128,40,2022/02/09,14:59:28,[PORT][FLAG]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:59:28,[PORT]
75.2.53.94,192.168.29.168,443,52841,O,A,TCP,241,40,2022/02/09,14:59:28,[PORT]
NULL,NULL,57906,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:29,NULL
NULL,NULL,52098,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:29,NULL
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,107,2022/02/09,14:59:29,[PORT]
NULL,NULL,50370,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:29,NULL
NULL,NULL,61922,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:29,NULL
NULL,NULL,49659,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:29,NULL
NULL,NULL,53,57906,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:29,NULL
NULL,NULL,53,50370,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:29,NULL
NULL,NULL,49158,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:29,[PORT]
NULL,NULL,49158,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:29,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1274,2022/02/09,14:59:30,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1278,2022/02/09,14:59:30,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,925,2022/02/09,14:59:30,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,55,2022/02/09,14:59:31,[PORT]
NULL,NULL,49158,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:33,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,63,2022/02/09,14:59:33,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:59:35,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1273,2022/02/09,14:59:35,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1278,2022/02/09,14:59:35,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1278,2022/02/09,14:59:36,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,470,2022/02/09,14:59:36,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:59:37,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:59:37,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1273,2022/02/09,14:59:37,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1278,2022/02/09,14:59:38,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,1278,2022/02/09,14:59:38,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,470,2022/02/09,14:59:38,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:59:40,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:59:41,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,873,2022/02/09,14:59:41,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,14:59:42,[PORT]
54.148.233.37,192.168.29.168,443,52920,O,A,TCP,229,40,2022/02/09,14:59:44,[PORT]
NULL,NULL,53,52098,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:45,NULL
NULL,NULL,53,61922,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:45,NULL
NULL,NULL,53,49659,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:45,NULL
