Sourceip,Destinationip,Sourceport,Destinationport,OS,Flags,Protocol,TTL,Length,Date,Time,Comments
192.168.29.168,185.199.108.133,52922,443,W,S,TCP,128,52,2022/02/09,14:59:45,[PORT]
54.148.233.37,192.168.29.168,443,52920,O,A,TCP,229,1500,2022/02/09,14:59:45,[PORT]
NULL,NULL,63895,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:46,[PORT]
NULL,NULL,63895,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:47,[PORT]
NULL,NULL,63895,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:48,[PORT]
54.148.233.37,192.168.29.168,443,52920,O,A,TCP,229,1500,2022/02/09,14:59:48,[PORT]
54.148.233.37,192.168.29.168,443,52920,O,A,TCP,229,1500,2022/02/09,14:59:49,[PORT]
54.148.233.37,192.168.29.168,443,52920,O,PA,TCP,229,743,2022/02/09,14:59:51,[PORT][FLAG]
192.168.29.168,54.148.233.37,52920,443,W,A,TCP,128,40,2022/02/09,14:59:51,[PORT]
192.168.29.168,54.148.233.37,52920,443,W,PA,TCP,128,166,2022/02/09,14:59:51,[PORT][FLAG]
34.98.81.210,192.168.29.168,443,52921,O,A,TCP,117,1470,2022/02/09,14:59:51,[PORT]
34.98.81.210,192.168.29.168,443,52921,O,PA,TCP,117,111,2022/02/09,14:59:52,[PORT][FLAG]
34.98.81.210,192.168.29.168,443,52921,O,FA,TCP,117,40,2022/02/09,14:59:52,[PORT][FLAG]
192.168.29.168,34.98.81.210,52921,443,W,A,TCP,128,40,2022/02/09,14:59:53,[PORT]
192.168.29.168,34.98.81.210,52921,443,W,FA,TCP,128,40,2022/02/09,14:59:54,[PORT][FLAG]
NULL,NULL,49158,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:54,[PORT]
185.199.108.133,192.168.29.168,443,52922,O,SA,TCP,52,52,2022/02/09,14:59:55,[PORT]
192.168.29.168,185.199.108.133,52922,443,W,A,TCP,128,40,2022/02/09,14:59:57,[PORT]
192.168.29.168,185.199.108.133,52922,443,W,PA,TCP,128,575,2022/02/09,14:59:57,[PORT][FLAG]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,53,2022/02/09,14:59:58,[PORT]
185.199.108.133,192.168.29.168,443,52922,O,A,TCP,52,40,2022/02/09,14:59:58,[PORT]
NULL,NULL,443,63895,NULL,NULL,UDP,NULL,NULL,2022/02/09,14:59:58,[PORT]
185.199.108.133,192.168.29.168,443,52922,O,PA,TCP,52,477,2022/02/09,14:59:58,[PORT][FLAG]
192.168.29.168,185.199.108.133,52922,443,W,PA,TCP,128,104,2022/02/09,14:59:58,[PORT][FLAG]
192.168.29.168,185.199.108.133,52922,443,W,PA,TCP,128,132,2022/02/09,14:59:59,[PORT][FLAG]
192.168.29.168,185.199.108.133,52922,443,W,PA,TCP,128,489,2022/02/09,14:59:59,[PORT][FLAG]
185.199.108.133,192.168.29.168,443,52922,O,A,TCP,52,40,2022/02/09,14:59:59,[PORT]
185.199.108.133,192.168.29.168,443,52922,O,A,TCP,52,40,2022/02/09,15:00:00,[PORT]
185.199.108.133,192.168.29.168,443,52922,O,A,TCP,52,40,2022/02/09,15:00:00,[PORT]
185.199.108.133,192.168.29.168,443,52922,O,PA,TCP,52,99,2022/02/09,15:00:00,[PORT][FLAG]
185.199.108.133,192.168.29.168,443,52922,O,PA,TCP,52,311,2022/02/09,15:00:00,[PORT][FLAG]
192.168.29.168,185.199.108.133,52922,443,W,PA,TCP,128,71,2022/02/09,15:00:01,[PORT][FLAG]
185.199.108.133,192.168.29.168,443,52922,O,A,TCP,52,40,2022/02/09,15:00:02,[PORT]
54.148.233.37,192.168.29.168,443,52918,O,A,TCP,229,40,2022/02/09,15:00:02,[PORT]
54.148.233.37,192.168.29.168,443,52918,O,PA,TCP,229,298,2022/02/09,15:00:02,[PORT][FLAG]
54.148.233.37,192.168.29.168,443,52918,O,PA,TCP,229,118,2022/02/09,15:00:02,[PORT][FLAG]
192.168.29.168,54.148.233.37,52918,443,W,A,TCP,128,40,2022/02/09,15:00:03,[PORT]
NULL,NULL,49158,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:03,[PORT]
192.168.29.168,54.148.233.37,52918,443,W,PA,TCP,128,78,2022/02/09,15:00:03,[PORT][FLAG]
54.148.233.37,192.168.29.168,443,52918,O,PA,TCP,229,236,2022/02/09,15:00:03,[PORT][FLAG]
192.168.29.168,54.148.233.37,52918,443,W,PA,TCP,128,275,2022/02/09,15:00:04,[PORT][FLAG]
192.168.29.168,54.148.233.37,52918,443,W,A,TCP,128,1500,2022/02/09,15:00:04,[PORT]
192.168.29.168,54.148.233.37,52918,443,W,PA,TCP,128,271,2022/02/09,15:00:04,[PORT][FLAG]
NULL,NULL,443,63895,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:04,[PORT]
NULL,NULL,443,63895,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:04,[PORT]
NULL,NULL,443,63895,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:05,[PORT]
NULL,NULL,443,63895,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:05,[PORT]
NULL,NULL,63895,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:05,[PORT]
NULL,NULL,443,63895,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:06,[PORT]
192.168.29.168,185.199.108.133,52922,443,W,A,TCP,128,40,2022/02/09,15:00:07,[PORT]
NULL,NULL,443,49158,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:08,[PORT]
NULL,NULL,443,49158,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:08,[PORT]
NULL,NULL,443,49158,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:09,[PORT]
NULL,NULL,443,49158,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:09,[PORT]
NULL,NULL,63895,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:09,[PORT]
NULL,NULL,443,49158,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:10,[PORT]
NULL,NULL,49158,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:10,[PORT]
NULL,NULL,443,63895,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:11,[PORT]
NULL,NULL,443,63895,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:11,[PORT]
NULL,NULL,443,49158,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:11,[PORT]
NULL,NULL,443,49158,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:12,[PORT]
NULL,NULL,63895,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:12,[PORT]
NULL,NULL,49158,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:12,[PORT]
NULL,NULL,49158,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:12,[PORT]
NULL,NULL,443,63895,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:12,[PORT]
NULL,NULL,443,49158,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:13,[PORT]
NULL,NULL,49158,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:13,[PORT]
NULL,NULL,63895,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:13,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,15:00:13,[PORT]
NULL,NULL,443,49158,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:14,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,53,2022/02/09,15:00:14,[PORT]
54.148.233.37,192.168.29.168,443,52920,O,PA,TCP,229,298,2022/02/09,15:00:14,[PORT][FLAG]
54.148.233.37,192.168.29.168,443,52920,O,PA,TCP,229,109,2022/02/09,15:00:16,[PORT][FLAG]
192.168.29.168,54.148.233.37,52920,443,W,A,TCP,128,40,2022/02/09,15:00:16,[PORT]
192.168.29.168,34.98.81.210,52921,443,W,FA,TCP,128,40,2022/02/09,15:00:16,[PORT][FLAG]
34.98.81.210,192.168.29.168,443,52921,O,A,TCP,117,40,2022/02/09,15:00:16,[PORT]
54.148.233.37,192.168.29.168,443,52918,O,A,TCP,229,40,2022/02/09,15:00:16,[PORT]
54.148.233.37,192.168.29.168,443,52918,O,A,TCP,229,40,2022/02/09,15:00:17,[PORT]
54.148.233.37,192.168.29.168,443,52918,O,PA,TCP,229,227,2022/02/09,15:00:17,[PORT][FLAG]
54.148.233.37,192.168.29.168,443,52918,O,PA,TCP,229,78,2022/02/09,15:00:17,[PORT][FLAG]
192.168.29.168,54.148.233.37,52918,443,W,A,TCP,128,40,2022/02/09,15:00:18,[PORT]
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:00:18,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:00:18,NULL
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,1274,2022/02/09,15:00:18,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,302,2022/02/09,15:00:18,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,55,2022/02/09,15:00:18,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,53,2022/02/09,15:00:18,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,61,2022/02/09,15:00:18,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,886,2022/02/09,15:00:19,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,63,2022/02/09,15:00:19,[PORT]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,53,2022/02/09,15:00:20,[PORT]
NULL,NULL,64012,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:21,[PORT]
NULL,NULL,443,64012,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:21,[PORT]
NULL,NULL,443,64012,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:21,[PORT]
NULL,NULL,64012,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:21,[PORT]
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:00:21,NULL
NULL,NULL,64012,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:21,[PORT]
NULL,NULL,443,64012,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:21,[PORT]
NULL,NULL,57906,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:21,NULL
NULL,NULL,53,57906,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:21,NULL
192.168.29.168,185.199.108.133,52922,443,W,PA,TCP,128,200,2022/02/09,15:00:21,[PORT][FLAG]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,100,2022/02/09,15:00:22,[PORT]
192.168.29.168,34.117.149.209,53128,443,W,NULL,UDP,128,63,2022/02/09,15:00:22,[PORT]
185.199.108.133,192.168.29.168,443,52922,O,A,TCP,52,40,2022/02/09,15:00:22,[PORT]
185.199.108.133,192.168.29.168,443,52922,O,PA,TCP,52,209,2022/02/09,15:00:22,[PORT][FLAG]
34.117.149.209,192.168.29.168,443,53128,O,NULL,UDP,53,53,2022/02/09,15:00:22,[PORT]
192.168.29.168,185.199.108.133,52922,443,W,A,TCP,128,40,2022/02/09,15:00:22,[PORT]
NULL,NULL,52893,443,NULL,A,TCP,NULL,NULL,2022/02/09,15:00:23,[PORT]
NULL,NULL,443,52893,NULL,A,TCP,NULL,NULL,2022/02/09,15:00:23,[PORT]
192.168.29.1,192.168.29.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:00:23,NULL
NULL,NULL,52179,5228,NULL,A,TCP,NULL,NULL,2022/02/09,15:00:23,NULL
NULL,NULL,5228,52179,NULL,A,TCP,NULL,NULL,2022/02/09,15:00:23,NULL
NULL,NULL,52172,443,NULL,PA,TCP,NULL,NULL,2022/02/09,15:00:23,[PORT][FLAG]
NULL,NULL,443,52172,NULL,A,TCP,NULL,NULL,2022/02/09,15:00:23,[PORT]
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:00:23,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:00:23,NULL
192.168.29.1,192.168.29.168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:00:23,NULL
192.168.29.168,192.168.29.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:00:23,NULL
192.168.29.1,192.168.29.168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:00:23,NULL
192.168.29.168,192.168.29.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:00:23,NULL
NULL,NULL,56116,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:23,[PORT]
NULL,NULL,443,56116,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:24,[PORT]
NULL,NULL,443,52917,NULL,PA,TCP,NULL,NULL,2022/02/09,15:00:24,[PORT][FLAG]
NULL,NULL,443,52917,NULL,PA,TCP,NULL,NULL,2022/02/09,15:00:24,[PORT][FLAG]
NULL,NULL,443,52917,NULL,FA,TCP,NULL,NULL,2022/02/09,15:00:24,[PORT][FLAG]
NULL,NULL,52917,443,NULL,A,TCP,NULL,NULL,2022/02/09,15:00:24,[PORT]
192.168.29.168,13.224.22.71,52719,443,W,A,TCP,128,41,2022/02/09,15:00:24,[PORT]
13.224.22.71,192.168.29.168,443,52719,O,A,TCP,240,52,2022/02/09,15:00:25,[PORT]
192.168.29.1,224.0.0.1,NULL,NULL,O,NULL,NULL,1,36,2022/02/09,15:00:25,NULL
NULL,NULL,51755,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:25,NULL
NULL,NULL,50529,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:25,NULL
NULL,NULL,53,51755,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:25,NULL
NULL,NULL,53,50529,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:25,NULL
NULL,NULL,62819,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:25,[PORT]
NULL,NULL,62819,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:25,[PORT]
NULL,NULL,443,62819,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:25,[PORT]
NULL,NULL,443,62819,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:25,[PORT]
NULL,NULL,443,62819,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:27,[PORT]
NULL,NULL,62819,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:28,[PORT]
NULL,NULL,62819,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:28,[PORT]
NULL,NULL,62819,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:28,[PORT]
NULL,NULL,62819,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:28,[PORT]
NULL,NULL,443,62819,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:29,[PORT]
NULL,NULL,443,62819,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:29,[PORT]
NULL,NULL,443,62819,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:29,[PORT]
NULL,NULL,62819,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:00:29,[PORT]
Sourceip,Destinationip,Sourceport,Destinationport,OS,Flags,Protocol,TTL,Length,Date,Time,Comments
192.168.29.8,169.254.169.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:07:36,NULL
NULL,NULL,443,56116,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:36,[PORT]
NULL,NULL,56116,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:38,[PORT]
NULL,NULL,56116,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:38,[PORT]
NULL,NULL,443,56116,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:38,[PORT]
NULL,NULL,56116,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:40,[PORT]
NULL,NULL,443,56116,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:41,[PORT]
192.168.29.1,224.0.0.1,NULL,NULL,O,NULL,NULL,1,36,2022/02/09,15:07:42,NULL
NULL,NULL,56116,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:42,[PORT]
NULL,NULL,443,56116,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:42,[PORT]
NULL,NULL,56116,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:42,[PORT]
NULL,NULL,443,56116,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:42,[PORT]
NULL,NULL,56116,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:43,[PORT]
192.168.29.1,192.168.29.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:07:44,NULL
NULL,NULL,443,56116,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:44,[PORT]
NULL,NULL,56116,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:45,[PORT]
NULL,NULL,443,56116,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:45,[PORT]
192.168.29.212,239.255.255.250,46756,1900,O,NULL,UDP,255,153,2022/02/09,15:07:45,NULL
192.168.29.212,224.0.0.251,5353,5353,O,NULL,UDP,255,73,2022/02/09,15:07:45,NULL
192.168.29.1,239.255.255.250,NULL,NULL,O,NULL,NULL,1,36,2022/02/09,15:07:45,NULL
NULL,NULL,56116,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:45,[PORT]
NULL,NULL,443,56116,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:46,[PORT]
NULL,NULL,56116,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:46,[PORT]
NULL,NULL,443,56116,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:46,[PORT]
192.168.29.1,192.168.29.212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:07:47,NULL
NULL,NULL,54312,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:47,NULL
NULL,NULL,65313,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:47,NULL
NULL,NULL,53,54312,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:47,NULL
NULL,NULL,53,65313,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:47,NULL
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:47,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:47,[PORT]
NULL,NULL,56116,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:47,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:48,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:49,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:50,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:50,[PORT]
NULL,NULL,443,56116,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:52,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:53,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:53,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:53,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:53,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:54,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:54,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:54,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:54,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:54,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:55,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:55,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:55,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:55,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:56,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:07:56,[PORT]
NULL,NULL,53298,443,NULL,PA,TCP,NULL,NULL,2022/02/09,15:07:58,[PORT][FLAG]
NULL,NULL,53298,443,NULL,FA,TCP,NULL,NULL,2022/02/09,15:07:58,[PORT][FLAG]
NULL,NULL,443,53298,NULL,A,TCP,NULL,NULL,2022/02/09,15:08:00,[PORT]
NULL,NULL,443,53298,NULL,FA,TCP,NULL,NULL,2022/02/09,15:08:00,[PORT][FLAG]
NULL,NULL,53298,443,NULL,A,TCP,NULL,NULL,2022/02/09,15:08:01,[PORT]
2.58.149.164,192.168.29.168,8000,56400,O,PA,TCP,113,44,2022/02/09,15:08:03,[FLAG]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:03,[PORT]
192.168.29.168,224.0.0.22,NULL,NULL,O,NULL,NULL,1,40,2022/02/09,15:08:03,NULL
192.168.29.168,2.58.149.164,56400,8000,W,A,TCP,128,40,2022/02/09,15:08:03,NULL
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:03,[PORT]
2.58.149.164,192.168.29.168,8000,56400,O,PA,TCP,113,66,2022/02/09,15:08:05,[FLAG]
192.168.29.168,2.58.149.164,56400,8000,W,A,TCP,128,40,2022/02/09,15:08:06,NULL
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:06,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:06,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:06,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:06,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:07,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:07,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:07,[PORT]
NULL,NULL,54555,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:07,[PORT]
NULL,NULL,443,54555,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:07,[PORT]
192.168.29.168,224.0.0.22,NULL,NULL,O,NULL,NULL,1,40,2022/02/09,15:08:08,NULL
192.168.29.1,192.168.29.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:08:08,NULL
NULL,NULL,56116,443,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:08,[PORT]
NULL,NULL,443,56116,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:08,[PORT]
192.168.29.168,2.58.149.164,56400,8000,W,PA,TCP,128,44,2022/02/09,15:08:08,[FLAG]
2.58.149.164,192.168.29.168,8000,56400,O,A,TCP,113,40,2022/02/09,15:08:08,NULL
192.168.29.168,2.58.149.164,56400,8000,W,PA,TCP,128,70,2022/02/09,15:08:08,[FLAG]
2.58.149.164,192.168.29.168,8000,56400,O,A,TCP,113,40,2022/02/09,15:08:09,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:08:09,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:08:09,NULL
192.168.29.168,224.0.0.22,NULL,NULL,O,NULL,NULL,1,48,2022/02/09,15:08:09,NULL
192.168.29.1,192.168.29.168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:08:09,NULL
192.168.29.168,192.168.29.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:08:09,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:08:09,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:08:09,NULL
192.168.29.1,192.168.29.168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:08:09,NULL
192.168.29.168,192.168.29.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022/02/09,15:08:09,NULL
192.168.29.168,34.238.214.249,52200,443,W,A,TCP,128,41,2022/02/09,15:08:09,[PORT]
34.238.214.249,192.168.29.168,443,52200,O,A,TCP,217,52,2022/02/09,15:08:09,[PORT]
NULL,NULL,53256,443,NULL,FA,TCP,NULL,NULL,2022/02/09,15:08:09,[PORT][FLAG]
NULL,NULL,54312,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:09,NULL
NULL,NULL,65313,53,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:09,NULL
NULL,NULL,443,53256,NULL,FA,TCP,NULL,NULL,2022/02/09,15:08:09,[PORT][FLAG]
NULL,NULL,53256,443,NULL,A,TCP,NULL,NULL,2022/02/09,15:08:10,[PORT]
NULL,NULL,53,65313,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:10,NULL
NULL,NULL,53,54312,NULL,NULL,UDP,NULL,NULL,2022/02/09,15:08:10,NULL
192.168.29.168,13.224.22.71,53334,443,W,S,TCP,128,52,2022/02/09,15:08:10,[PORT]
13.224.22.71,192.168.29.168,443,53334,O,SA,TCP,240,52,2022/02/09,15:08:10,[PORT]
192.168.29.168,13.224.22.71,53334,443,W,A,TCP,128,40,2022/02/09,15:08:10,[PORT]
192.168.29.168,13.224.22.71,53334,443,W,PA,TCP,128,557,2022/02/09,15:08:11,[PORT][FLAG]
13.224.22.71,192.168.29.168,443,53334,O,A,TCP,240,40,2022/02/09,15:08:11,[PORT]
13.224.22.71,192.168.29.168,443,53334,O,A,TCP,240,1480,2022/02/09,15:08:11,[PORT]
13.224.22.71,192.168.29.168,443,53334,O,A,TCP,240,1480,2022/02/09,15:08:11,[PORT]
13.224.22.71,192.168.29.168,443,53334,O,PA,TCP,240,1480,2022/02/09,15:08:12,[PORT][FLAG]
