Sourceip,Destinationip,Sourceport,Destinationport,OS,Flags,Protocol,TTL,Length,Date,Time,Comments
52.140.118.28,192.168.1.2,443,63396,O,A,TCP,110,1500,2022/02/11,10:28:59,[PORT]
52.140.118.28,192.168.1.2,443,63396,O,PA,TCP,110,813,2022/02/11,10:29:00,[PORT][FLAG]
192.168.1.2,52.140.118.28,63396,443,W,A,TCP,128,40,2022/02/11,10:29:01,[PORT]
192.168.1.2,52.140.118.28,63396,443,W,PA,TCP,128,133,2022/02/11,10:29:01,[PORT][FLAG]
52.140.118.28,192.168.1.2,443,63396,O,PA,TCP,110,91,2022/02/11,10:29:02,[PORT][FLAG]
52.140.118.28,192.168.1.2,443,63396,O,PA,TCP,110,109,2022/02/11,10:29:02,[PORT][FLAG]
192.168.1.2,52.140.118.28,63396,443,W,A,TCP,128,40,2022/02/11,10:29:02,[PORT]
192.168.1.2,52.140.118.28,63396,443,W,PA,TCP,128,127,2022/02/11,10:29:03,[PORT][FLAG]
192.168.1.2,52.140.118.28,63396,443,W,PA,TCP,128,1177,2022/02/11,10:29:03,[PORT][FLAG]
192.168.1.2,52.140.118.28,63396,443,W,PA,TCP,128,78,2022/02/11,10:29:03,[PORT][FLAG]
52.140.118.28,192.168.1.2,443,63396,O,A,TCP,110,52,2022/02/11,10:29:04,[PORT]
52.140.118.28,192.168.1.2,443,63396,O,A,TCP,110,40,2022/02/11,10:29:04,[PORT]
52.140.118.28,192.168.1.2,443,63396,O,PA,TCP,110,78,2022/02/11,10:29:04,[PORT][FLAG]
52.140.118.28,192.168.1.2,443,63396,O,PA,TCP,110,169,2022/02/11,10:29:05,[PORT][FLAG]
192.168.1.2,52.140.118.28,63396,443,W,A,TCP,128,40,2022/02/11,10:29:05,[PORT]
192.168.1.2,192.168.1.1,60992,53,W,NULL,UDP,128,75,2022/02/11,10:29:06,NULL
192.168.1.2,52.140.118.28,63396,443,W,PA,TCP,128,823,2022/02/11,10:29:06,[PORT][FLAG]
192.168.1.1,192.168.1.2,53,60992,L,NULL,UDP,64,202,2022/02/11,10:29:06,NULL
192.168.1.2,20.42.73.26,63397,443,W,S,TCP,128,52,2022/02/11,10:29:06,[PORT]
40.91.80.89,192.168.1.2,443,63395,O,A,TCP,107,40,2022/02/11,10:29:06,[PORT]
40.91.80.89,192.168.1.2,443,63395,O,PA,TCP,107,78,2022/02/11,10:29:07,[PORT][FLAG]
40.91.80.89,192.168.1.2,443,63395,O,PA,TCP,107,619,2022/02/11,10:29:07,[PORT][FLAG]
192.168.1.2,40.91.80.89,63395,443,W,A,TCP,128,40,2022/02/11,10:29:07,[PORT]
192.168.1.2,40.91.80.89,63395,443,W,FA,TCP,128,40,2022/02/11,10:29:08,[PORT][FLAG]
192.168.1.2,192.168.1.1,58069,53,W,NULL,UDP,128,80,2022/02/11,10:29:08,NULL
52.140.118.28,192.168.1.2,443,63396,O,PA,TCP,110,116,2022/02/11,10:29:08,[PORT][FLAG]
192.168.1.2,52.140.118.28,63396,443,W,PA,TCP,128,805,2022/02/11,10:29:08,[PORT][FLAG]
192.168.1.1,192.168.1.2,53,58069,L,NULL,UDP,64,190,2022/02/11,10:29:09,NULL
192.168.1.2,23.211.213.173,63398,443,W,S,TCP,128,52,2022/02/11,10:29:09,[PORT]
23.211.213.173,192.168.1.2,443,63398,O,SA,TCP,55,52,2022/02/11,10:29:09,[PORT]
192.168.1.2,23.211.213.173,63398,443,W,A,TCP,128,40,2022/02/11,10:29:10,[PORT]
192.168.1.2,23.211.213.173,63398,443,W,PA,TCP,128,259,2022/02/11,10:29:10,[PORT][FLAG]
52.140.118.28,192.168.1.2,443,63396,O,PA,TCP,110,103,2022/02/11,10:29:11,[PORT][FLAG]
192.168.1.2,52.140.118.28,63396,443,W,PA,TCP,128,831,2022/02/11,10:29:11,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63398,O,A,TCP,55,40,2022/02/11,10:29:12,[PORT]
23.211.213.173,192.168.1.2,443,63398,O,A,TCP,55,1500,2022/02/11,10:29:12,[PORT]
23.211.213.173,192.168.1.2,443,63398,O,PA,TCP,55,1500,2022/02/11,10:29:13,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63398,O,PA,TCP,55,1216,2022/02/11,10:29:14,[PORT][FLAG]
192.168.1.2,23.211.213.173,63398,443,W,A,TCP,128,40,2022/02/11,10:29:14,[PORT]
23.211.213.173,192.168.1.2,443,63398,O,A,TCP,55,1500,2022/02/11,10:29:15,[PORT]
192.168.1.2,23.211.213.173,63398,443,W,A,TCP,128,40,2022/02/11,10:29:15,[PORT]
52.140.118.28,192.168.1.2,443,63396,O,PA,TCP,110,116,2022/02/11,10:29:16,[PORT][FLAG]
192.168.1.2,52.140.118.28,63396,443,W,PA,TCP,128,1167,2022/02/11,10:29:16,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63398,O,PA,TCP,55,304,2022/02/11,10:29:16,[PORT][FLAG]
192.168.1.2,23.211.213.173,63398,443,W,PA,TCP,128,166,2022/02/11,10:29:17,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63398,O,A,TCP,55,40,2022/02/11,10:29:17,[PORT]
23.211.213.173,192.168.1.2,443,63398,O,PA,TCP,55,314,2022/02/11,10:29:17,[PORT][FLAG]
192.168.1.2,23.211.213.173,63398,443,W,PA,TCP,128,374,2022/02/11,10:29:18,[PORT][FLAG]
20.42.73.26,192.168.1.2,443,63397,O,SA,TCP,105,52,2022/02/11,10:29:18,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,40,2022/02/11,10:29:19,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,PA,TCP,128,254,2022/02/11,10:29:19,[PORT][FLAG]
52.140.118.28,192.168.1.2,443,63396,O,PA,TCP,110,116,2022/02/11,10:29:19,[PORT][FLAG]
192.168.1.2,52.140.118.28,63396,443,W,PA,TCP,128,817,2022/02/11,10:29:20,[PORT][FLAG]
40.91.80.89,192.168.1.2,443,63395,O,FA,TCP,107,40,2022/02/11,10:29:20,[PORT][FLAG]
192.168.1.2,40.91.80.89,63395,443,W,A,TCP,128,40,2022/02/11,10:29:21,[PORT]
23.211.213.173,192.168.1.2,443,63398,O,A,TCP,55,40,2022/02/11,10:29:21,[PORT]
23.211.213.173,192.168.1.2,443,63398,O,PA,TCP,55,1158,2022/02/11,10:29:21,[PORT][FLAG]
192.168.1.2,192.168.1.1,49919,53,W,NULL,UDP,128,80,2022/02/11,10:29:22,NULL
52.140.118.28,192.168.1.2,443,63396,O,PA,TCP,110,117,2022/02/11,10:29:22,[PORT][FLAG]
192.168.1.2,52.140.118.28,63396,443,W,FA,TCP,128,40,2022/02/11,10:29:22,[PORT][FLAG]
192.168.1.2,23.211.213.173,63398,443,W,A,TCP,128,40,2022/02/11,10:29:22,[PORT]
192.168.1.1,192.168.1.2,53,49919,L,NULL,UDP,64,190,2022/02/11,10:29:22,NULL
192.168.1.2,23.211.213.173,63399,443,W,S,TCP,128,52,2022/02/11,10:29:22,[PORT]
23.211.213.173,192.168.1.2,443,63399,O,SA,TCP,55,52,2022/02/11,10:29:23,[PORT]
192.168.1.2,23.211.213.173,63399,443,W,A,TCP,128,40,2022/02/11,10:29:23,[PORT]
192.168.1.2,23.211.213.173,63399,443,W,PA,TCP,128,259,2022/02/11,10:29:23,[PORT][FLAG]
52.140.118.28,192.168.1.2,443,63396,O,FA,TCP,110,40,2022/02/11,10:29:23,[PORT][FLAG]
192.168.1.2,52.140.118.28,63396,443,W,A,TCP,128,40,2022/02/11,10:29:24,[PORT]
52.140.118.28,192.168.1.2,443,63396,O,PA,TCP,110,82,2022/02/11,10:29:24,[PORT][FLAG]
192.168.1.2,52.140.118.28,63396,443,W,RA,TCP,128,40,2022/02/11,10:29:24,[PORT]
23.211.213.173,192.168.1.2,443,63399,O,A,TCP,55,40,2022/02/11,10:29:24,[PORT]
23.211.213.173,192.168.1.2,443,63399,O,A,TCP,55,1500,2022/02/11,10:29:25,[PORT]
23.211.213.173,192.168.1.2,443,63399,O,PA,TCP,55,1500,2022/02/11,10:29:25,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63399,O,PA,TCP,55,1216,2022/02/11,10:29:25,[PORT][FLAG]
192.168.1.2,23.211.213.173,63399,443,W,A,TCP,128,40,2022/02/11,10:29:26,[PORT]
23.211.213.173,192.168.1.2,443,63399,O,A,TCP,55,1500,2022/02/11,10:29:26,[PORT]
192.168.1.2,23.211.213.173,63399,443,W,A,TCP,128,40,2022/02/11,10:29:26,[PORT]
23.211.213.173,192.168.1.2,443,63399,O,PA,TCP,55,304,2022/02/11,10:29:27,[PORT][FLAG]
192.168.1.2,23.211.213.173,63399,443,W,PA,TCP,128,166,2022/02/11,10:29:27,[PORT][FLAG]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,1500,2022/02/11,10:29:27,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,1500,2022/02/11,10:29:27,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,1500,2022/02/11,10:29:28,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,PA,TCP,105,62,2022/02/11,10:29:28,[PORT][FLAG]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,40,2022/02/11,10:29:29,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,PA,TCP,128,198,2022/02/11,10:29:29,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63399,O,A,TCP,55,40,2022/02/11,10:29:29,[PORT]
23.211.213.173,192.168.1.2,443,63399,O,PA,TCP,55,314,2022/02/11,10:29:29,[PORT][FLAG]
192.168.1.2,23.211.213.173,63399,443,W,PA,TCP,128,568,2022/02/11,10:29:30,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63399,O,A,TCP,55,40,2022/02/11,10:29:30,[PORT]
23.211.213.173,192.168.1.2,443,63399,O,PA,TCP,55,721,2022/02/11,10:29:30,[PORT][FLAG]
192.168.1.2,23.211.213.173,63399,443,W,A,TCP,128,40,2022/02/11,10:29:30,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,PA,TCP,105,91,2022/02/11,10:29:31,[PORT][FLAG]
192.168.1.2,20.42.73.26,63397,443,W,PA,TCP,128,1009,2022/02/11,10:29:31,[PORT][FLAG]
192.168.1.2,20.42.73.26,63397,443,W,PA,TCP,128,682,2022/02/11,10:29:31,[PORT][FLAG]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,52,2022/02/11,10:29:31,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,40,2022/02/11,10:29:32,[PORT]
192.168.1.2,192.168.1.1,54519,53,W,NULL,UDP,128,82,2022/02/11,10:29:32,NULL
20.42.73.26,192.168.1.2,443,63397,O,PA,TCP,105,448,2022/02/11,10:29:32,[PORT][FLAG]
192.168.1.1,192.168.1.2,53,54519,L,NULL,UDP,64,194,2022/02/11,10:29:32,NULL
192.168.1.2,23.211.213.173,63400,443,W,S,TCP,128,52,2022/02/11,10:29:33,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,40,2022/02/11,10:29:33,[PORT]
23.211.213.173,192.168.1.2,443,63400,O,SA,TCP,55,52,2022/02/11,10:29:33,[PORT]
192.168.1.2,23.211.213.173,63400,443,W,A,TCP,128,40,2022/02/11,10:29:33,[PORT]
192.168.1.2,23.211.213.173,63400,443,W,PA,TCP,128,261,2022/02/11,10:29:33,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63400,O,A,TCP,55,40,2022/02/11,10:29:34,[PORT]
23.211.213.173,192.168.1.2,443,63400,O,A,TCP,55,1500,2022/02/11,10:29:34,[PORT]
23.211.213.173,192.168.1.2,443,63400,O,PA,TCP,55,1500,2022/02/11,10:29:34,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63400,O,PA,TCP,55,1216,2022/02/11,10:29:35,[PORT][FLAG]
192.168.1.2,23.211.213.173,63400,443,W,A,TCP,128,40,2022/02/11,10:29:36,[PORT]
23.211.213.173,192.168.1.2,443,63400,O,A,TCP,55,1500,2022/02/11,10:29:36,[PORT]
192.168.1.2,23.211.213.173,63400,443,W,A,TCP,128,40,2022/02/11,10:29:36,[PORT]
23.211.213.173,192.168.1.2,443,63400,O,PA,TCP,55,304,2022/02/11,10:29:37,[PORT][FLAG]
192.168.1.2,23.211.213.173,63400,443,W,PA,TCP,128,166,2022/02/11,10:29:37,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63400,O,A,TCP,55,40,2022/02/11,10:29:38,[PORT]
23.211.213.173,192.168.1.2,443,63400,O,PA,TCP,55,330,2022/02/11,10:29:38,[PORT][FLAG]
192.168.1.2,23.211.213.173,63400,443,W,PA,TCP,128,566,2022/02/11,10:29:38,[PORT][FLAG]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,1480,2022/02/11,10:29:39,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,PA,TCP,128,55,2022/02/11,10:29:39,[PORT][FLAG]
192.168.1.2,20.42.73.26,63397,443,W,PA,TCP,128,682,2022/02/11,10:29:39,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63400,O,A,TCP,55,40,2022/02/11,10:29:40,[PORT]
23.211.213.173,192.168.1.2,443,63400,O,PA,TCP,55,451,2022/02/11,10:29:40,[PORT][FLAG]
192.168.1.2,23.211.213.173,63400,443,W,A,TCP,128,40,2022/02/11,10:29:41,[PORT]
192.168.1.2,23.211.213.173,63401,443,W,S,TCP,128,52,2022/02/11,10:29:41,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,52,2022/02/11,10:29:41,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,40,2022/02/11,10:29:42,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,PA,TCP,105,449,2022/02/11,10:29:42,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63401,O,SA,TCP,55,52,2022/02/11,10:29:42,[PORT]
192.168.1.2,23.211.213.173,63401,443,W,A,TCP,128,40,2022/02/11,10:29:43,[PORT]
192.168.1.2,23.211.213.173,63401,443,W,PA,TCP,128,259,2022/02/11,10:29:43,[PORT][FLAG]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,40,2022/02/11,10:29:43,[PORT]
23.211.213.173,192.168.1.2,443,63401,O,A,TCP,55,40,2022/02/11,10:29:44,[PORT]
23.211.213.173,192.168.1.2,443,63401,O,A,TCP,55,1500,2022/02/11,10:29:44,[PORT]
23.211.213.173,192.168.1.2,443,63401,O,PA,TCP,55,1500,2022/02/11,10:29:45,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63401,O,PA,TCP,55,1216,2022/02/11,10:29:45,[PORT][FLAG]
192.168.1.2,23.211.213.173,63401,443,W,A,TCP,128,40,2022/02/11,10:29:45,[PORT]
23.211.213.173,192.168.1.2,443,63401,O,A,TCP,55,1500,2022/02/11,10:29:46,[PORT]
192.168.1.2,23.211.213.173,63401,443,W,A,TCP,128,40,2022/02/11,10:29:46,[PORT]
23.211.213.173,192.168.1.2,443,63401,O,PA,TCP,55,304,2022/02/11,10:29:46,[PORT][FLAG]
192.168.1.2,23.211.213.173,63401,443,W,PA,TCP,128,166,2022/02/11,10:29:47,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63401,O,A,TCP,55,40,2022/02/11,10:29:47,[PORT]
23.211.213.173,192.168.1.2,443,63401,O,PA,TCP,55,314,2022/02/11,10:29:47,[PORT][FLAG]
192.168.1.2,23.211.213.173,63401,443,W,PA,TCP,128,629,2022/02/11,10:29:48,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63401,O,A,TCP,55,40,2022/02/11,10:29:48,[PORT]
23.211.213.173,192.168.1.2,443,63401,O,PA,TCP,55,771,2022/02/11,10:29:48,[PORT][FLAG]
192.168.1.2,23.211.213.173,63401,443,W,A,TCP,128,40,2022/02/11,10:29:48,[PORT]
192.168.1.2,23.211.213.173,63402,443,W,S,TCP,128,52,2022/02/11,10:29:49,[PORT]
23.211.213.173,192.168.1.2,443,63402,O,SA,TCP,55,52,2022/02/11,10:29:49,[PORT]
192.168.1.2,23.211.213.173,63402,443,W,A,TCP,128,40,2022/02/11,10:29:50,[PORT]
192.168.1.2,23.211.213.173,63402,443,W,PA,TCP,128,261,2022/02/11,10:29:50,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63402,O,A,TCP,55,40,2022/02/11,10:29:50,[PORT]
23.211.213.173,192.168.1.2,443,63402,O,A,TCP,55,1500,2022/02/11,10:29:51,[PORT]
23.211.213.173,192.168.1.2,443,63402,O,PA,TCP,55,1500,2022/02/11,10:29:51,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63402,O,PA,TCP,55,1216,2022/02/11,10:29:51,[PORT][FLAG]
192.168.1.2,23.211.213.173,63402,443,W,A,TCP,128,40,2022/02/11,10:29:52,[PORT]
23.211.213.173,192.168.1.2,443,63402,O,A,TCP,55,1500,2022/02/11,10:29:52,[PORT]
192.168.1.2,23.211.213.173,63402,443,W,A,TCP,128,40,2022/02/11,10:29:52,[PORT]
23.211.213.173,192.168.1.2,443,63402,O,PA,TCP,55,304,2022/02/11,10:29:53,[PORT][FLAG]
192.168.1.2,23.211.213.173,63402,443,W,PA,TCP,128,166,2022/02/11,10:29:53,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63402,O,A,TCP,55,40,2022/02/11,10:29:54,[PORT]
23.211.213.173,192.168.1.2,443,63402,O,PA,TCP,55,330,2022/02/11,10:29:54,[PORT][FLAG]
192.168.1.2,23.211.213.173,63402,443,W,PA,TCP,128,627,2022/02/11,10:29:54,[PORT][FLAG]
23.211.213.173,192.168.1.2,443,63402,O,A,TCP,55,40,2022/02/11,10:29:55,[PORT]
23.211.213.173,192.168.1.2,443,63402,O,PA,TCP,55,451,2022/02/11,10:29:55,[PORT][FLAG]
192.168.1.2,23.211.213.173,63402,443,W,A,TCP,128,40,2022/02/11,10:29:55,[PORT]
192.168.1.2,192.168.1.1,58455,53,W,NULL,UDP,128,83,2022/02/11,10:29:55,NULL
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,1480,2022/02/11,10:29:55,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,PA,TCP,128,55,2022/02/11,10:29:56,[PORT][FLAG]
192.168.1.2,20.42.73.26,63397,443,W,PA,TCP,128,1256,2022/02/11,10:29:56,[PORT][FLAG]
192.168.1.2,192.168.1.1,58455,53,W,NULL,UDP,128,83,2022/02/11,10:29:56,NULL
192.168.1.1,192.168.1.2,53,58455,L,NULL,UDP,64,99,2022/02/11,10:29:57,NULL
192.168.1.2,52.184.216.174,63403,443,W,S,TCP,128,52,2022/02/11,10:29:57,[PORT]
192.168.1.2,52.184.216.174,63404,443,W,S,TCP,128,52,2022/02/11,10:29:57,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,52,2022/02/11,10:29:57,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,40,2022/02/11,10:29:58,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,PA,TCP,105,449,2022/02/11,10:29:58,[PORT][FLAG]
52.184.216.174,192.168.1.2,443,63403,O,SA,TCP,104,52,2022/02/11,10:29:58,[PORT]
52.184.216.174,192.168.1.2,443,63404,O,SA,TCP,104,52,2022/02/11,10:29:59,[PORT]
192.168.1.2,52.184.216.174,63403,443,W,A,TCP,128,40,2022/02/11,10:29:59,[PORT]
192.168.1.2,52.184.216.174,63404,443,W,A,TCP,128,40,2022/02/11,10:29:59,[PORT]
192.168.1.2,52.184.216.174,63403,443,W,PA,TCP,128,262,2022/02/11,10:30:00,[PORT][FLAG]
192.168.1.2,52.184.216.174,63404,443,W,PA,TCP,128,262,2022/02/11,10:30:00,[PORT][FLAG]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,40,2022/02/11,10:30:00,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,1480,2022/02/11,10:30:00,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,PA,TCP,128,56,2022/02/11,10:30:01,[PORT][FLAG]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,1480,2022/02/11,10:30:01,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,1480,2022/02/11,10:30:02,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,1480,2022/02/11,10:30:02,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,1480,2022/02/11,10:30:02,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,1480,2022/02/11,10:30:03,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,PA,TCP,128,1061,2022/02/11,10:30:03,[PORT][FLAG]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,1480,2022/02/11,10:30:04,[PORT]
192.168.1.2,20.42.73.26,63397,443,W,PA,TCP,128,695,2022/02/11,10:30:04,[PORT][FLAG]
52.184.216.174,192.168.1.2,443,63403,O,A,TCP,104,1500,2022/02/11,10:30:04,[PORT]
52.184.216.174,192.168.1.2,443,63403,O,PA,TCP,104,1010,2022/02/11,10:30:05,[PORT][FLAG]
192.168.1.2,52.184.216.174,63403,443,W,A,TCP,128,40,2022/02/11,10:30:05,[PORT]
52.184.216.174,192.168.1.2,443,63404,O,A,TCP,104,1500,2022/02/11,10:30:05,[PORT]
52.184.216.174,192.168.1.2,443,63404,O,PA,TCP,104,1011,2022/02/11,10:30:06,[PORT][FLAG]
192.168.1.2,52.184.216.174,63404,443,W,A,TCP,128,40,2022/02/11,10:30:06,[PORT]
192.168.1.2,52.184.216.174,63403,443,W,PA,TCP,128,198,2022/02/11,10:30:07,[PORT][FLAG]
192.168.1.2,52.184.216.174,63404,443,W,PA,TCP,128,198,2022/02/11,10:30:07,[PORT][FLAG]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,40,2022/02/11,10:30:07,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,40,2022/02/11,10:30:08,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,40,2022/02/11,10:30:08,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,A,TCP,105,40,2022/02/11,10:30:08,[PORT]
20.42.73.26,192.168.1.2,443,63397,O,PA,TCP,105,451,2022/02/11,10:30:09,[PORT][FLAG]
192.168.1.2,20.42.73.26,63397,443,W,A,TCP,128,40,2022/02/11,10:30:09,[PORT]
52.184.216.174,192.168.1.2,443,63403,O,PA,TCP,104,91,2022/02/11,10:30:09,[PORT][FLAG]
52.184.216.174,192.168.1.2,443,63404,O,PA,TCP,104,91,2022/02/11,10:30:10,[PORT][FLAG]
52.184.216.174,192.168.1.2,443,63403,O,PA,TCP,104,109,2022/02/11,10:30:10,[PORT][FLAG]
52.184.216.174,192.168.1.2,443,63404,O,PA,TCP,104,109,2022/02/11,10:30:10,[PORT][FLAG]
192.168.1.2,52.184.216.174,63403,443,W,A,TCP,128,40,2022/02/11,10:30:10,[PORT]
192.168.1.2,52.184.216.174,63404,443,W,A,TCP,128,40,2022/02/11,10:30:11,[PORT]
192.168.1.2,52.184.216.174,63404,443,W,PA,TCP,128,127,2022/02/11,10:30:11,[PORT][FLAG]
192.168.1.2,52.184.216.174,63403,443,W,PA,TCP,128,127,2022/02/11,10:30:11,[PORT][FLAG]
192.168.1.2,52.184.216.174,63403,443,W,PA,TCP,128,185,2022/02/11,10:30:12,[PORT][FLAG]
192.168.1.2,52.184.216.174,63404,443,W,PA,TCP,128,185,2022/02/11,10:30:12,[PORT][FLAG]
192.168.1.2,52.184.216.174,63403,443,W,PA,TCP,128,78,2022/02/11,10:30:12,[PORT][FLAG]
192.168.1.2,52.184.216.174,63403,443,W,PA,TCP,128,744,2022/02/11,10:30:12,[PORT][FLAG]
192.168.1.2,52.184.216.174,63404,443,W,PA,TCP,128,78,2022/02/11,10:30:12,[PORT][FLAG]
192.168.1.2,52.184.216.174,63404,443,W,PA,TCP,128,694,2022/02/11,10:30:13,[PORT][FLAG]
192.168.1.2,20.42.73.26,63397,443,W,FA,TCP,128,40,2022/02/11,10:30:13,[PORT][FLAG]
52.184.216.174,192.168.1.2,443,63403,O,A,TCP,104,40,2022/02/11,10:30:13,[PORT]
52.184.216.174,192.168.1.2,443,63403,O,PA,TCP,104,78,2022/02/11,10:30:13,[PORT][FLAG]
52.184.216.174,192.168.1.2,443,63403,O,PA,TCP,104,82,2022/02/11,10:30:14,[PORT][FLAG]
52.184.216.174,192.168.1.2,443,63404,O,A,TCP,104,40,2022/02/11,10:30:14,[PORT]
52.184.216.174,192.168.1.2,443,63404,O,A,TCP,104,52,2022/02/11,10:30:14,[PORT]
52.184.216.174,192.168.1.2,443,63404,O,A,TCP,104,40,2022/02/11,10:30:15,[PORT]
52.184.216.174,192.168.1.2,443,63404,O,PA,TCP,104,78,2022/02/11,10:30:15,[PORT][FLAG]
