DateTime,Sourceip,Destinationip,Sourceport,Destinationport,OS,Flags,Protocol,TTL,Length,Comments
08-02-2022 09:52:15,142.250.82.149,192.168.43.6,19305,60819,O,N,UDP,116,86,[SAFE]
08-02-2022 09:52:15,192.168.43.6,142.250.82.149,62872,19305,W,N,UDP,128,112,[SAFE]
08-02-2022 09:52:15,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,152,[SAFE]
08-02-2022 09:52:15,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,153,[SAFE]
08-02-2022 09:52:15,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,150,[SAFE]
08-02-2022 09:52:15,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,159,[SAFE]
08-02-2022 09:52:15,192.168.43.6,142.250.82.149,62872,19305,W,N,UDP,128,67,[SAFE]
08-02-2022 09:52:15,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,151,[SAFE]
08-02-2022 09:52:15,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,102,[SAFE]
08-02-2022 09:52:15,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,146,[SAFE]
08-02-2022 09:52:15,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,143,[SAFE]
08-02-2022 09:52:15,192.168.43.6,142.250.82.149,62872,19305,W,N,UDP,128,74,[SAFE]
08-02-2022 09:52:15,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,165,[SAFE]
08-02-2022 09:52:16,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,86,[SAFE]
08-02-2022 09:52:16,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,153,[SAFE]
08-02-2022 09:52:16,192.168.43.6,142.250.193.74,49261,443,W,N,UDP,128,61,[PORT]
08-02-2022 09:52:16,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,149,[SAFE]
08-02-2022 09:52:16,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:16,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:16,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:16,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:16,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:16,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,141,[SAFE]
08-02-2022 09:52:16,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:16,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:16,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:16,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:16,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:16,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:17,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:17,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:17,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:17,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1234,[SAFE]
08-02-2022 09:52:17,192.168.43.6,142.250.82.149,62872,19305,W,N,UDP,128,70,[SAFE]
08-02-2022 09:52:17,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1235,[SAFE]
08-02-2022 09:52:17,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,122,[SAFE]
08-02-2022 09:52:17,142.250.193.74,192.168.43.6,443,49261,O,N,UDP,52,53,[PORT]
08-02-2022 09:52:17,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1235,[SAFE]
08-02-2022 09:52:17,142.250.82.149,192.168.43.6,19305,60819,O,N,UDP,116,94,[SAFE]
08-02-2022 09:52:17,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,139,[SAFE]
08-02-2022 09:52:17,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,148,[SAFE]
08-02-2022 09:52:17,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,152,[SAFE]
08-02-2022 09:52:17,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,154,[SAFE]
08-02-2022 09:52:18,142.250.82.149,192.168.43.6,19305,60819,O,N,UDP,116,94,[SAFE]
08-02-2022 09:52:18,192.168.43.6,142.250.82.149,62872,19305,W,N,UDP,128,70,[SAFE]
08-02-2022 09:52:18,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,142,[SAFE]
08-02-2022 09:52:18,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,153,[SAFE]
08-02-2022 09:52:18,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,162,[SAFE]
08-02-2022 09:52:18,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,153,[SAFE]
08-02-2022 09:52:18,142.250.82.149,192.168.43.6,19305,62872,O,N,UDP,116,143,[SAFE]
08-02-2022 09:52:18,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1208,[SAFE]
08-02-2022 09:52:18,192.168.43.6,142.250.82.149,62872,19305,W,N,UDP,128,86,[SAFE]
08-02-2022 09:52:18,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1209,[SAFE]
08-02-2022 09:52:18,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1209,[SAFE]
08-02-2022 09:52:18,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1209,[SAFE]
08-02-2022 09:52:18,192.168.43.6,142.250.82.149,60819,19305,W,N,UDP,128,1209,[SAFE]
