hour,SAFE,PORT,IP,FLAG,MULTIPLE_Com,Flag_F,Flag_A,Flag_P,Flag_R,Flag_S,Flag_U,Flag_N,Flag_Multi,Proto_TCP,Proto_UDP,OS_O,OS_W,OS_L,OS_M,ModeS_IP,ModeD_IP,ModeS_Port,ModeD_Port,Mode_TTL,length,frequency
17,26,137,0,0,0,0,108,0,0,10,0,26,12,230,26,113,131,12,0,192.168.1.2,192.168.1.2,80,443,128,40,256
10,13,82,0,0,0,0,68,0,0,4,0,13,0,136,13,70,74,5,0,192.168.1.2,192.168.1.2,443,443,128,40,149
